state,action,next_state,probability,count
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=mid|left=ideal|right=near|back=near,0.002262,1
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=mid|left=ideal|right=mid|back=near,0.79638,352
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.085973,38
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=mid|left=ideal|right=far|back=near,0.029412,13
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=mid|left=far|right=mid|back=far,0.002262,1
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=far|left=ideal|right=mid|back=near,0.031674,14
front=mid|left=ideal|right=mid|back=near,Move-Forward,front=far|left=ideal|right=far|back=far,0.002262,1
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=near|left=ideal|right=mid|back=near,0.049438,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=near|left=ideal|right=mid|back=far,0.004494,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=mid|left=ideal|right=near|back=near,0.002247,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=near,0.793258,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.085393,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=mid|left=ideal|right=far|back=near,0.029213,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=mid|left=far|right=mid|back=far,0.002247,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=far|left=ideal|right=mid|back=near,0.031461,0
front=mid|left=ideal|right=mid|back=near,Slight-Right-Turn,front=far|left=ideal|right=far|back=far,0.002247,0
front=mid|left=ideal|right=mid|back=near,Sharp-Right-Turn,front=near|left=ideal|right=mid|back=near,0.666667,2
front=mid|left=ideal|right=mid|back=near,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=near,0.333333,1
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=near|left=ideal|right=mid|back=near,0.049438,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=near|left=ideal|right=mid|back=far,0.004494,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=mid|left=ideal|right=near|back=near,0.002247,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=near,0.793258,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.085393,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=mid|left=ideal|right=far|back=near,0.029213,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=mid|left=far|right=mid|back=far,0.002247,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=far|left=ideal|right=mid|back=near,0.031461,0
front=mid|left=ideal|right=mid|back=near,Slight-Left-Turn,front=far|left=ideal|right=far|back=far,0.002247,0
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=near|left=ideal|right=mid|back=near,0.006536,2
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=near|left=ideal|right=mid|back=far,0.04902,15
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=mid|left=ideal|right=near|back=far,0.01634,5
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=mid|left=ideal|right=mid|back=near,0.088235,27
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.751634,230
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=mid|left=ideal|right=far|back=far,0.052288,16
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=mid|left=far|right=mid|back=far,0.009804,3
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=mid|left=lost|right=mid|back=far,0.019608,6
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=far|left=ideal|right=mid|back=far,0.003268,1
front=mid|left=ideal|right=mid|back=far,Move-Forward,front=far|left=far|right=mid|back=far,0.003268,1
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=near|left=ideal|right=mid|back=near,0.006494,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=near|left=ideal|right=mid|back=far,0.055195,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=mid|left=ideal|right=near|back=far,0.016234,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=near,0.087662,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.746753,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=far,0.051948,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=mid|left=far|right=mid|back=far,0.00974,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=mid|left=lost|right=mid|back=far,0.019481,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=far|left=ideal|right=mid|back=far,0.003247,0
front=mid|left=ideal|right=mid|back=far,Slight-Right-Turn,front=far|left=far|right=mid|back=far,0.003247,0
front=mid|left=ideal|right=mid|back=far,Sharp-Right-Turn,front=near|left=ideal|right=mid|back=far,1.0,2
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=near|left=ideal|right=mid|back=near,0.006494,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=near|left=ideal|right=mid|back=far,0.055195,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=mid|left=ideal|right=near|back=far,0.016234,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=near,0.087662,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.746753,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=mid|left=ideal|right=far|back=far,0.051948,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=mid|left=far|right=mid|back=far,0.00974,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=mid|left=lost|right=mid|back=far,0.019481,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=far|left=ideal|right=mid|back=far,0.003247,0
front=mid|left=ideal|right=mid|back=far,Slight-Left-Turn,front=far|left=far|right=mid|back=far,0.003247,0
front=mid|left=ideal|right=far|back=near,Move-Forward,front=near|left=ideal|right=far|back=near,0.033557,5
front=mid|left=ideal|right=far|back=near,Move-Forward,front=mid|left=ideal|right=mid|back=near,0.080537,12
front=mid|left=ideal|right=far|back=near,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.006711,1
front=mid|left=ideal|right=far|back=near,Move-Forward,front=mid|left=ideal|right=far|back=near,0.758389,113
front=mid|left=ideal|right=far|back=near,Move-Forward,front=mid|left=ideal|right=far|back=far,0.087248,13
front=mid|left=ideal|right=far|back=near,Move-Forward,front=far|left=ideal|right=far|back=near,0.033557,5
front=mid|left=ideal|right=far|back=near,Slight-Right-Turn,front=near|left=ideal|right=far|back=near,0.04,0
front=mid|left=ideal|right=far|back=near,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=near,0.08,0
front=mid|left=ideal|right=far|back=near,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.006667,0
front=mid|left=ideal|right=far|back=near,Slight-Right-Turn,front=mid|left=ideal|right=far|back=near,0.753333,0
front=mid|left=ideal|right=far|back=near,Slight-Right-Turn,front=mid|left=ideal|right=far|back=far,0.086667,0
front=mid|left=ideal|right=far|back=near,Slight-Right-Turn,front=far|left=ideal|right=far|back=near,0.033333,0
front=mid|left=ideal|right=far|back=near,Sharp-Right-Turn,front=near|left=ideal|right=far|back=near,1.0,1
front=mid|left=ideal|right=far|back=near,Slight-Left-Turn,front=near|left=ideal|right=far|back=near,0.04,0
front=mid|left=ideal|right=far|back=near,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=near,0.08,0
front=mid|left=ideal|right=far|back=near,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.006667,0
front=mid|left=ideal|right=far|back=near,Slight-Left-Turn,front=mid|left=ideal|right=far|back=near,0.753333,0
front=mid|left=ideal|right=far|back=near,Slight-Left-Turn,front=mid|left=ideal|right=far|back=far,0.086667,0
front=mid|left=ideal|right=far|back=near,Slight-Left-Turn,front=far|left=ideal|right=far|back=near,0.033333,0
front=mid|left=ideal|right=far|back=far,Move-Forward,front=near|left=ideal|right=far|back=far,0.060185,13
front=mid|left=ideal|right=far|back=far,Move-Forward,front=mid|left=too_close|right=far|back=far,0.00463,1
front=mid|left=ideal|right=far|back=far,Move-Forward,front=mid|left=ideal|right=near|back=far,0.037037,8
front=mid|left=ideal|right=far|back=far,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.037037,8
front=mid|left=ideal|right=far|back=far,Move-Forward,front=mid|left=ideal|right=far|back=near,0.041667,9
front=mid|left=ideal|right=far|back=far,Move-Forward,front=mid|left=ideal|right=far|back=far,0.791667,171
front=mid|left=ideal|right=far|back=far,Move-Forward,front=mid|left=far|right=far|back=far,0.00463,1
front=mid|left=ideal|right=far|back=far,Move-Forward,front=far|left=ideal|right=far|back=far,0.023148,5
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=near|left=ideal|right=far|back=far,0.060185,0
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=too_close|right=far|back=far,0.00463,0
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=near|back=far,0.037037,0
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.037037,0
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=near,0.041667,0
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=far,0.791667,0
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=mid|left=far|right=far|back=far,0.00463,0
front=mid|left=ideal|right=far|back=far,Slight-Right-Turn,front=far|left=ideal|right=far|back=far,0.023148,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=near|left=ideal|right=far|back=far,0.060185,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=too_close|right=far|back=far,0.00463,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=near|back=far,0.037037,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.037037,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=far|back=near,0.041667,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=far|back=far,0.791667,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=mid|left=far|right=far|back=far,0.00463,0
front=mid|left=ideal|right=far|back=far,Sharp-Right-Turn,front=far|left=ideal|right=far|back=far,0.023148,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=near|left=ideal|right=far|back=far,0.060185,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=too_close|right=far|back=far,0.00463,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=near|back=far,0.037037,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.037037,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=far|back=near,0.041667,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=ideal|right=far|back=far,0.791667,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=mid|left=far|right=far|back=far,0.00463,0
front=mid|left=ideal|right=far|back=far,Slight-Left-Turn,front=far|left=ideal|right=far|back=far,0.023148,0
front=mid|left=far|right=near|back=near,Move-Forward,front=mid|left=far|right=near|back=near,1.0,0
front=mid|left=far|right=near|back=near,Slight-Right-Turn,front=mid|left=far|right=near|back=near,1.0,0
front=mid|left=far|right=near|back=near,Sharp-Right-Turn,front=mid|left=far|right=near|back=near,1.0,0
front=mid|left=far|right=near|back=near,Slight-Left-Turn,front=mid|left=far|right=near|back=near,1.0,0
front=mid|left=far|right=near|back=far,Move-Forward,front=near|left=far|right=near|back=far,0.0625,0
front=mid|left=far|right=near|back=far,Move-Forward,front=mid|left=far|right=near|back=far,0.875,0
front=mid|left=far|right=near|back=far,Move-Forward,front=mid|left=lost|right=near|back=far,0.0625,0
front=mid|left=far|right=near|back=far,Slight-Right-Turn,front=near|left=far|right=near|back=far,0.0625,0
front=mid|left=far|right=near|back=far,Slight-Right-Turn,front=mid|left=far|right=near|back=far,0.875,0
front=mid|left=far|right=near|back=far,Slight-Right-Turn,front=mid|left=lost|right=near|back=far,0.0625,0
front=mid|left=far|right=near|back=far,Sharp-Right-Turn,front=near|left=far|right=near|back=far,0.0625,0
front=mid|left=far|right=near|back=far,Sharp-Right-Turn,front=mid|left=far|right=near|back=far,0.875,0
front=mid|left=far|right=near|back=far,Sharp-Right-Turn,front=mid|left=lost|right=near|back=far,0.0625,0
front=mid|left=far|right=near|back=far,Slight-Left-Turn,front=near|left=far|right=near|back=far,0.0625,1
front=mid|left=far|right=near|back=far,Slight-Left-Turn,front=mid|left=far|right=near|back=far,0.875,14
front=mid|left=far|right=near|back=far,Slight-Left-Turn,front=mid|left=lost|right=near|back=far,0.0625,1
front=mid|left=far|right=mid|back=near,Move-Forward,front=far|left=far|right=mid|back=near,1.0,0
front=mid|left=far|right=mid|back=near,Slight-Right-Turn,front=far|left=far|right=mid|back=near,1.0,0
front=mid|left=far|right=mid|back=near,Sharp-Right-Turn,front=far|left=far|right=mid|back=near,1.0,0
front=mid|left=far|right=mid|back=near,Slight-Left-Turn,front=far|left=far|right=mid|back=near,1.0,1
front=mid|left=far|right=mid|back=far,Move-Forward,front=mid|left=ideal|right=far|back=far,0.5,1
front=mid|left=far|right=mid|back=far,Move-Forward,front=mid|left=far|right=mid|back=far,0.5,1
front=mid|left=far|right=mid|back=far,Slight-Right-Turn,front=near|left=far|right=mid|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Slight-Right-Turn,front=mid|left=ideal|right=far|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Slight-Right-Turn,front=mid|left=far|right=near|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Slight-Right-Turn,front=mid|left=far|right=mid|back=far,0.757576,0
front=mid|left=far|right=mid|back=far,Slight-Right-Turn,front=mid|left=far|right=far|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Slight-Right-Turn,front=mid|left=lost|right=mid|back=far,0.121212,0
front=mid|left=far|right=mid|back=far,Sharp-Right-Turn,front=near|left=far|right=mid|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=far|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Sharp-Right-Turn,front=mid|left=far|right=near|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Sharp-Right-Turn,front=mid|left=far|right=mid|back=far,0.757576,0
front=mid|left=far|right=mid|back=far,Sharp-Right-Turn,front=mid|left=far|right=far|back=far,0.030303,0
front=mid|left=far|right=mid|back=far,Sharp-Right-Turn,front=mid|left=lost|right=mid|back=far,0.121212,0
front=mid|left=far|right=mid|back=far,Slight-Left-Turn,front=near|left=far|right=mid|back=far,0.032258,1
front=mid|left=far|right=mid|back=far,Slight-Left-Turn,front=mid|left=far|right=near|back=far,0.032258,1
front=mid|left=far|right=mid|back=far,Slight-Left-Turn,front=mid|left=far|right=mid|back=far,0.774194,24
front=mid|left=far|right=mid|back=far,Slight-Left-Turn,front=mid|left=far|right=far|back=far,0.032258,1
front=mid|left=far|right=mid|back=far,Slight-Left-Turn,front=mid|left=lost|right=mid|back=far,0.129032,4
front=mid|left=far|right=far|back=near,Move-Forward,front=mid|left=far|right=far|back=near,1.0,0
front=mid|left=far|right=far|back=near,Slight-Right-Turn,front=mid|left=far|right=far|back=near,1.0,0
front=mid|left=far|right=far|back=near,Sharp-Right-Turn,front=mid|left=far|right=far|back=near,1.0,0
front=mid|left=far|right=far|back=near,Slight-Left-Turn,front=mid|left=far|right=far|back=near,1.0,0
front=mid|left=far|right=far|back=far,Move-Forward,front=near|left=far|right=far|back=far,0.1,0
front=mid|left=far|right=far|back=far,Move-Forward,front=mid|left=far|right=mid|back=far,0.1,0
front=mid|left=far|right=far|back=far,Move-Forward,front=mid|left=far|right=far|back=far,0.8,0
front=mid|left=far|right=far|back=far,Slight-Right-Turn,front=near|left=far|right=far|back=far,0.1,0
front=mid|left=far|right=far|back=far,Slight-Right-Turn,front=mid|left=far|right=mid|back=far,0.1,0
front=mid|left=far|right=far|back=far,Slight-Right-Turn,front=mid|left=far|right=far|back=far,0.8,0
front=mid|left=far|right=far|back=far,Sharp-Right-Turn,front=near|left=far|right=far|back=far,0.1,0
front=mid|left=far|right=far|back=far,Sharp-Right-Turn,front=mid|left=far|right=mid|back=far,0.1,0
front=mid|left=far|right=far|back=far,Sharp-Right-Turn,front=mid|left=far|right=far|back=far,0.8,0
front=mid|left=far|right=far|back=far,Slight-Left-Turn,front=near|left=far|right=far|back=far,0.1,1
front=mid|left=far|right=far|back=far,Slight-Left-Turn,front=mid|left=far|right=mid|back=far,0.1,1
front=mid|left=far|right=far|back=far,Slight-Left-Turn,front=mid|left=far|right=far|back=far,0.8,8
front=mid|left=lost|right=near|back=near,Move-Forward,front=mid|left=lost|right=near|back=near,1.0,0
front=mid|left=lost|right=near|back=near,Slight-Right-Turn,front=mid|left=lost|right=near|back=near,1.0,0
front=mid|left=lost|right=near|back=near,Sharp-Right-Turn,front=mid|left=lost|right=near|back=near,1.0,0
front=mid|left=lost|right=near|back=near,Slight-Left-Turn,front=mid|left=lost|right=near|back=near,1.0,0
front=mid|left=lost|right=near|back=far,Move-Forward,front=mid|left=far|right=near|back=far,1.0,0
front=mid|left=lost|right=near|back=far,Slight-Right-Turn,front=mid|left=far|right=near|back=far,1.0,0
front=mid|left=lost|right=near|back=far,Sharp-Right-Turn,front=mid|left=far|right=near|back=far,1.0,0
front=mid|left=lost|right=near|back=far,Slight-Left-Turn,front=mid|left=far|right=near|back=far,1.0,1
front=mid|left=lost|right=mid|back=near,Move-Forward,front=mid|left=lost|right=mid|back=near,1.0,0
front=mid|left=lost|right=mid|back=near,Slight-Right-Turn,front=mid|left=lost|right=mid|back=near,1.0,0
front=mid|left=lost|right=mid|back=near,Sharp-Right-Turn,front=mid|left=lost|right=mid|back=near,1.0,0
front=mid|left=lost|right=mid|back=near,Slight-Left-Turn,front=mid|left=lost|right=mid|back=near,1.0,0
front=mid|left=lost|right=mid|back=far,Move-Forward,front=mid|left=ideal|right=mid|back=far,0.173913,0
front=mid|left=lost|right=mid|back=far,Move-Forward,front=mid|left=far|right=mid|back=far,0.043478,0
front=mid|left=lost|right=mid|back=far,Move-Forward,front=mid|left=lost|right=mid|back=far,0.782609,0
front=mid|left=lost|right=mid|back=far,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.173913,0
front=mid|left=lost|right=mid|back=far,Slight-Right-Turn,front=mid|left=far|right=mid|back=far,0.043478,0
front=mid|left=lost|right=mid|back=far,Slight-Right-Turn,front=mid|left=lost|right=mid|back=far,0.782609,0
front=mid|left=lost|right=mid|back=far,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=far,0.173913,0
front=mid|left=lost|right=mid|back=far,Sharp-Right-Turn,front=mid|left=far|right=mid|back=far,0.043478,0
front=mid|left=lost|right=mid|back=far,Sharp-Right-Turn,front=mid|left=lost|right=mid|back=far,0.782609,0
front=mid|left=lost|right=mid|back=far,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=far,0.173913,8
front=mid|left=lost|right=mid|back=far,Slight-Left-Turn,front=mid|left=far|right=mid|back=far,0.043478,2
front=mid|left=lost|right=mid|back=far,Slight-Left-Turn,front=mid|left=lost|right=mid|back=far,0.782609,36
front=mid|left=lost|right=far|back=near,Move-Forward,front=mid|left=lost|right=far|back=near,1.0,0
front=mid|left=lost|right=far|back=near,Slight-Right-Turn,front=mid|left=lost|right=far|back=near,1.0,0
front=mid|left=lost|right=far|back=near,Sharp-Right-Turn,front=mid|left=lost|right=far|back=near,1.0,0
front=mid|left=lost|right=far|back=near,Slight-Left-Turn,front=mid|left=lost|right=far|back=near,1.0,0
front=mid|left=lost|right=far|back=far,Move-Forward,front=mid|left=lost|right=far|back=far,1.0,0
front=mid|left=lost|right=far|back=far,Slight-Right-Turn,front=mid|left=lost|right=far|back=far,1.0,0
front=mid|left=lost|right=far|back=far,Sharp-Right-Turn,front=mid|left=lost|right=far|back=far,1.0,0
front=mid|left=lost|right=far|back=far,Slight-Left-Turn,front=mid|left=lost|right=far|back=far,1.0,0
front=far|left=too_close|right=near|back=near,Move-Forward,front=far|left=too_close|right=near|back=near,1.0,0
front=far|left=too_close|right=near|back=near,Slight-Right-Turn,front=far|left=too_close|right=near|back=near,1.0,0
front=far|left=too_close|right=near|back=near,Sharp-Right-Turn,front=far|left=too_close|right=near|back=near,1.0,0
front=far|left=too_close|right=near|back=near,Slight-Left-Turn,front=far|left=too_close|right=near|back=near,1.0,0
front=far|left=too_close|right=near|back=far,Move-Forward,front=far|left=too_close|right=near|back=far,1.0,0
front=far|left=too_close|right=near|back=far,Slight-Right-Turn,front=far|left=too_close|right=near|back=far,1.0,0
front=far|left=too_close|right=near|back=far,Sharp-Right-Turn,front=far|left=too_close|right=near|back=far,1.0,0
front=far|left=too_close|right=near|back=far,Slight-Left-Turn,front=far|left=too_close|right=near|back=far,1.0,0
front=far|left=too_close|right=mid|back=near,Move-Forward,front=far|left=too_close|right=mid|back=near,0.666667,2
front=far|left=too_close|right=mid|back=near,Move-Forward,front=far|left=too_close|right=far|back=near,0.333333,1
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=near|left=too_close|right=mid|back=near,0.031746,2
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=near,0.079365,5
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.015873,1
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=mid|left=ideal|right=mid|back=near,0.015873,1
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=far|left=too_close|right=mid|back=near,0.730159,46
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=far|left=too_close|right=mid|back=far,0.031746,2
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=far|left=too_close|right=far|back=near,0.015873,1
front=far|left=too_close|right=mid|back=near,Slight-Right-Turn,front=far|left=ideal|right=mid|back=near,0.079365,5
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=near|left=too_close|right=mid|back=near,0.030303,0
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=mid|back=near,0.075758,0
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.015152,0
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=mid|left=ideal|right=mid|back=near,0.015152,0
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=near,0.727273,0
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=far,0.030303,0
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=far|left=too_close|right=far|back=near,0.030303,0
front=far|left=too_close|right=mid|back=near,Sharp-Right-Turn,front=far|left=ideal|right=mid|back=near,0.075758,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=near|left=too_close|right=mid|back=near,0.030303,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=near,0.075758,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=far,0.015152,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=mid|left=ideal|right=mid|back=near,0.015152,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=far|left=too_close|right=mid|back=near,0.727273,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=far|left=too_close|right=mid|back=far,0.030303,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=far|left=too_close|right=far|back=near,0.030303,0
front=far|left=too_close|right=mid|back=near,Slight-Left-Turn,front=far|left=ideal|right=mid|back=near,0.075758,0
front=far|left=too_close|right=mid|back=far,Move-Forward,front=far|left=too_close|right=mid|back=far,0.75,6
front=far|left=too_close|right=mid|back=far,Move-Forward,front=far|left=ideal|right=mid|back=far,0.125,1
front=far|left=too_close|right=mid|back=far,Move-Forward,front=far|left=far|right=mid|back=far,0.125,1
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=near|left=too_close|right=mid|back=far,0.023364,5
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=near|left=too_close|right=far|back=far,0.004673,1
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.070093,15
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=far|left=too_close|right=mid|back=near,0.004673,1
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=far|left=too_close|right=mid|back=far,0.817757,175
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=far|left=too_close|right=far|back=far,0.028037,6
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=far|left=ideal|right=mid|back=far,0.046729,10
front=far|left=too_close|right=mid|back=far,Slight-Right-Turn,front=far|left=far|right=mid|back=far,0.004673,1
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=near|left=too_close|right=mid|back=far,0.022523,0
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=near|left=too_close|right=far|back=far,0.004505,0
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=mid|left=too_close|right=mid|back=far,0.067568,0
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=near,0.004505,0
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=far|left=too_close|right=mid|back=far,0.815315,0
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=far|left=too_close|right=far|back=far,0.027027,0
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=far|left=ideal|right=mid|back=far,0.04955,0
front=far|left=too_close|right=mid|back=far,Sharp-Right-Turn,front=far|left=far|right=mid|back=far,0.009009,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=near|left=too_close|right=mid|back=far,0.022523,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=near|left=too_close|right=far|back=far,0.004505,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=mid|left=too_close|right=mid|back=far,0.067568,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=far|left=too_close|right=mid|back=near,0.004505,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=far|left=too_close|right=mid|back=far,0.815315,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=far|left=too_close|right=far|back=far,0.027027,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=far|left=ideal|right=mid|back=far,0.04955,0
front=far|left=too_close|right=mid|back=far,Slight-Left-Turn,front=far|left=far|right=mid|back=far,0.009009,0
